id,c_rss_id,comment_id,issue_id,comment,sentence,author,tagged,isRelevant,label,isIssue,isAlternative,isPro,isCon,isDecision
405,2235,28585,3131,"Ah, OK. We've been arguing with different assumptions.
Symptom: Firefox's menus don't work
Bug: XMir's focus behaviour differs from a spec-compliant X11 window manager.
One solution here, which is what I've been suggesting, is to implement spec-compliant focus behaviour in XMir.
But you're correct that simply making the popups non-focusable Mir surfaces will make XMir behave more like a spec-compliant X11 window manager, should make it behave *enough* like a spec-compliant WM to resolve the symptom and may well be simpler to implement. This could be an expedient solution for the short term.","But you're correct that simply making the popups non-focusable Mir surfaces will make XMir behave more like a spec-compliant X11 window manager, should make it behave *enough* like a spec-compliant WM to resolve the symptom and may well be simpler to implement.",Chris Halse Rogers (raof),NULL,1,"alternative, pro, con",0,1,1,1,0
406,2236,28585,3131,"Ah, OK. We've been arguing with different assumptions.
Symptom: Firefox's menus don't work
Bug: XMir's focus behaviour differs from a spec-compliant X11 window manager.
One solution here, which is what I've been suggesting, is to implement spec-compliant focus behaviour in XMir.
But you're correct that simply making the popups non-focusable Mir surfaces will make XMir behave more like a spec-compliant X11 window manager, should make it behave *enough* like a spec-compliant WM to resolve the symptom and may well be simpler to implement. This could be an expedient solution for the short term.",This could be an expedient solution for the short term.,Chris Halse Rogers (raof),NULL,1,pro,0,0,1,0,0
407,2237,28586,3131,"Prototyped another workaround:
https://git.launchpad.net/~xmir-team/xorg-server/+git/xmir/commit/?id=0e421f3165501e87349bcd5832c07f172517c3ef
I'm considering turning it on by default, which would allow this bug to be closed on the Xmir task at least, until Mir gets a proper fix (LP: #1671771)","Prototyped another workaround:
https://git.launchpad.net/~xmir-team/xorg-server/+git/xmir/commit/?id=0e421f3165501e87349bcd5832c07f172517c3ef
I'm considering turning it on by default, which would allow this bug to be closed on the Xmir task at least, until Mir gets a proper fix (LP: #1671771)",Daniel van Vugt (vanvugt),NULL,1,alternative,0,1,0,0,0
408,2238,28587,3131,"Enabled the workaround by default:
https://git.launchpad.net/~xmir-team/xorg-server/+git/xmir/commit/?id=a70468ccd3afbf51e9116a60fea5a94b354f8196","Enabled the workaround by default:
https://git.launchpad.net/~xmir-team/xorg-server/+git/xmir/commit/?id=a70468ccd3afbf51e9116a60fea5a94b354f8196",Daniel van Vugt (vanvugt),NULL,1,decision,0,0,0,0,1
409,173,29076,3198,This change was made by a bot.,This change was made by a bot.,Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
410,174,29078,3198,Do you know what kernel version this panic starts happening in?,Do you know what kernel version this panic starts happening in?,Joseph Salisbury (jsalisbury),NULL,0,NULL,0,0,0,0,0
411,175,29079,3198,"Joseph, regarding what kernel version this panic starts happening in, I know two things:
In 4.8.0-32 it does not.
In 4.9.0-12 it does.
Is this enough information?
I will try the mainline build.","Joseph, regarding what kernel version this panic starts happening in, I know two things:
In 4.8.0-32 it does not.",Shahar Or (mightyiam),NULL,0,NULL,0,0,0,0,0
412,176,29079,3198,"Joseph, regarding what kernel version this panic starts happening in, I know two things:
In 4.8.0-32 it does not.
In 4.9.0-12 it does.
Is this enough information?
I will try the mainline build.",In 4.9.0-12 it does.,Shahar Or (mightyiam),NULL,1,issue,1,0,0,0,0
413,177,29079,3198,"Joseph, regarding what kernel version this panic starts happening in, I know two things:
In 4.8.0-32 it does not.
In 4.9.0-12 it does.
Is this enough information?
I will try the mainline build.",Is this enough information?,Shahar Or (mightyiam),NULL,0,NULL,0,0,0,0,0
414,178,29079,3198,"Joseph, regarding what kernel version this panic starts happening in, I know two things:
In 4.8.0-32 it does not.
In 4.9.0-12 it does.
Is this enough information?
I will try the mainline build.",I will try the mainline build.,Shahar Or (mightyiam),NULL,0,NULL,0,0,0,0,0
415,179,29080,3198,Crash does not happen with 4.10.0-041000rc5-generic.,Crash does not happen with 4.10.0-041000rc5-generic.,Shahar Or (mightyiam),NULL,0,NULL,0,0,0,0,0
416,180,29081,3198,"That is good news.
Can you see if this bug happens with the Zesty proposed kernel?
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.
Thank you in advance!",That is good news.,Joseph Salisbury (jsalisbury),NULL,0,NULL,0,0,0,0,0
417,181,29081,3198,"That is good news.
Can you see if this bug happens with the Zesty proposed kernel?
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.
Thank you in advance!",Can you see if this bug happens with the Zesty proposed kernel?,Joseph Salisbury (jsalisbury),NULL,1,alternative,0,1,0,0,0
418,182,29081,3198,"That is good news.
Can you see if this bug happens with the Zesty proposed kernel?
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.
Thank you in advance!",See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.,Joseph Salisbury (jsalisbury),NULL,0,NULL,0,0,0,0,0
419,183,29081,3198,"That is good news.
Can you see if this bug happens with the Zesty proposed kernel?
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.
Thank you in advance!",Thank you in advance!,Joseph Salisbury (jsalisbury),NULL,0,NULL,0,0,0,0,0
420,184,29082,3198,"The following package from zesty-proposed does not have this crash:
Package: linux-image-4.9.0-15-generic
Priority: optional
Section: kernel
Installed-Size: 67599
Maintainer: Ubuntu Kernel Team 
Architecture: amd64
Source: linux
Version: 4.9.0-15.16
Provides: fuse-module, ivtv-modules, kvm-api-4, linux-image, redhat-cluster-modules, spl-dkms, virtualbox-guest-modules, zfs-dkms
Depends: initramfs-tools | linux-initramfs-tool, kmod
Recommends: grub-pc | grub-efi-amd64 | grub-efi-ia32 | grub | lilo
Suggests: fdutils, linux-doc-4.9.0 | linux-source-4.9.0, linux-tools, linux-headers-4.9.0-15-generic
Filename: pool/main/l/linux/linux-image-4.9.0-15-generic_4.9.0-15.16_amd64.deb
Size: 22942540
MD5sum: 18e0a5ef0cb3ee2f17af575e4f7a6f78
SHA1: d3c740859ed36a440a29217ca36e8716c8953b88
SHA256: 3af0399fcc3038f5286c37936d12cb9a26bec7e5fae5d0e3622e117c93096591
Description: Linux kernel image for version 4.9.0 on 64 bit x86 SMP
Description-md5: b760ff9cdd3fd1409e7e9503f48bea3b
Bugs: https://bugs.launchpad.net/ubuntu/+filebug
Origin: Ubuntu","The following package from zesty-proposed does not have this crash:
Package: linux-image-4.9.0-15-generic
Priority: optional
Section: kernel
Installed-Size: 67599
Maintainer: Ubuntu Kernel Team 
Architecture: amd64
Source: linux
Version: 4.9.0-15.16
Provides: fuse-module, ivtv-modules, kvm-api-4, linux-image, redhat-cluster-modules, spl-dkms, virtualbox-guest-modules, zfs-dkms
Depends: initramfs-tools | linux-initramfs-tool, kmod
Recommends: grub-pc | grub-efi-amd64 | grub-efi-ia32 | grub | lilo
Suggests: fdutils, linux-doc-4.9.0 | linux-source-4.9.0, linux-tools, linux-headers-4.9.0-15-generic
Filename: pool/main/l/linux/linux-image-4.9.0-15-generic_4.9.0-15.16_amd64.deb
Size: 22942540
MD5sum: 18e0a5ef0cb3ee2f17af575e4f7a6f78
SHA1: d3c740859ed36a440a29217ca36e8716c8953b88
SHA256: 3af0399fcc3038f5286c37936d12cb9a26bec7e5fae5d0e3622e117c93096591
Description: Linux kernel image for version 4.9.0 on 64 bit x86 SMP
Description-md5: b760ff9cdd3fd1409e7e9503f48bea3b
Bugs: https://bugs.launchpad.net/ubuntu/+filebug
Origin: Ubuntu",Shahar Or (mightyiam),NULL,1,pro,0,0,1,0,0
421,185,29083,3198,"This bug was nominated against a series that is no longer supported, ie yakkety.  The bug task representing the yakkety nomination is being closed as Won't Fix.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","This bug was nominated against a series that is no longer supported, ie yakkety.",Andy Whitcroft (apw),NULL,1,issue,1,0,0,0,0
422,186,29083,3198,"This bug was nominated against a series that is no longer supported, ie yakkety.  The bug task representing the yakkety nomination is being closed as Won't Fix.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",The bug task representing the yakkety nomination is being closed as Won't Fix.,Andy Whitcroft (apw),NULL,1,decision,0,0,0,0,1
423,187,29083,3198,"This bug was nominated against a series that is no longer supported, ie yakkety.  The bug task representing the yakkety nomination is being closed as Won't Fix.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",Andy Whitcroft (apw),NULL,0,NULL,0,0,0,0,0
424,1392,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!",This bug is awaiting verification that the kernel in -proposed solves the problem.,Thadeu Lima de Souza Cascardo (cascardo),NULL,1,alternative,0,1,0,0,0
425,1393,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!",Please test the kernel and update this bug with the results.,Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
426,1394,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!","If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'.",Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
427,1395,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!","If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.",Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
428,1396,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!","If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.",Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
429,1397,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!",See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed.,Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
430,1398,29641,3272,"This bug is awaiting verification that the kernel in -proposed solves the problem. Please test the kernel and update this bug with the results. If the problem is solved, change the tag 'verification-needed-xenial' to 'verification-done-xenial'. If the problem still exists, change the tag 'verification-needed-xenial' to 'verification-failed-xenial'.
If verification is not done by 5 working days from today, this fix will be dropped from the source code, and this bug will be closed.
See https://wiki.ubuntu.com/Testing/EnableProposed for documentation how to enable and use -proposed. Thank you!",Thank you!,Thadeu Lima de Souza Cascardo (cascardo),NULL,0,NULL,0,0,0,0,0
431,1399,29642,3272,"Issue is now fixed:
$ sudo apt-get install linux-tools-generic
[...]
$ sudo apt-get install linux-tools-gke
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke
The following NEW packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2212 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-gke-tools-4.4.0-1014 amd64 4.4.0-1014.14 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-4.4.0-1014-gke amd64 4.4.0-1014.14 [2604 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-gke amd64 4.4.0.1014.16 [2370 B]
Fetched 703 kB in 0s (1828 kB/s)
Selecting previously unselected package linux-gke-tools-4.4.0-1014.
(Reading database ... 70265 files and directories currently installed.)
Preparing to unpack .../linux-gke-tools-4.4.0-1014_4.4.0-1014.14_amd64.deb ...
Unpacking linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-4.4.0-1014-gke.
Preparing to unpack .../linux-tools-4.4.0-1014-gke_4.4.0-1014.14_amd64.deb ...
Unpacking linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-gke.
Preparing to unpack .../linux-tools-gke_4.4.0.1014.16_amd64.deb ...
Unpacking linux-tools-gke (4.4.0.1014.16) ...
Setting up linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Setting up linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Setting up linux-tools-gke (4.4.0.1014.16) ...
$ sudo apt-get install linux-tools-aws
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws
The following NEW packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws linux-tools-aws
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2232 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-aws-tools-4.4.0-1018 amd64 4.4.0-1018.27 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-4.4.0-1018-aws amd64 4.4.0-1018.27 [2598 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-aws amd64 4.4.0.1018.21 [2278 B]
Fetched 703 kB in 0s (1891 kB/s)
Selecting previously unselected package linux-aws-tools-4.4.0-1018.
(Reading database ... 70289 files and directories currently installed.)
Preparing to unpack .../linux-aws-tools-4.4.0-1018_4.4.0-1018.27_amd64.deb ...
Unpacking linux-aws-tools-4.4.0-1018 (4.4.0-1018.27) ...
Selecting previously unselected package linux-tools-4.4.0-1018-aws.
Preparing to unpack .../linux-tools-...","Issue is now fixed:
$ sudo apt-get install linux-tools-generic
[...]
$ sudo apt-get install linux-tools-gke
Reading package lists...",Kleber Sacilotto de Souza (kleber-souza),NULL,1,decision,0,0,0,0,1
432,1400,29642,3272,"Issue is now fixed:
$ sudo apt-get install linux-tools-generic
[...]
$ sudo apt-get install linux-tools-gke
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke
The following NEW packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2212 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-gke-tools-4.4.0-1014 amd64 4.4.0-1014.14 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-4.4.0-1014-gke amd64 4.4.0-1014.14 [2604 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-gke amd64 4.4.0.1014.16 [2370 B]
Fetched 703 kB in 0s (1828 kB/s)
Selecting previously unselected package linux-gke-tools-4.4.0-1014.
(Reading database ... 70265 files and directories currently installed.)
Preparing to unpack .../linux-gke-tools-4.4.0-1014_4.4.0-1014.14_amd64.deb ...
Unpacking linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-4.4.0-1014-gke.
Preparing to unpack .../linux-tools-4.4.0-1014-gke_4.4.0-1014.14_amd64.deb ...
Unpacking linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-gke.
Preparing to unpack .../linux-tools-gke_4.4.0.1014.16_amd64.deb ...
Unpacking linux-tools-gke (4.4.0.1014.16) ...
Setting up linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Setting up linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Setting up linux-tools-gke (4.4.0.1014.16) ...
$ sudo apt-get install linux-tools-aws
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws
The following NEW packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws linux-tools-aws
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2232 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-aws-tools-4.4.0-1018 amd64 4.4.0-1018.27 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-4.4.0-1018-aws amd64 4.4.0-1018.27 [2598 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-aws amd64 4.4.0.1018.21 [2278 B]
Fetched 703 kB in 0s (1891 kB/s)
Selecting previously unselected package linux-aws-tools-4.4.0-1018.
(Reading database ... 70289 files and directories currently installed.)
Preparing to unpack .../linux-aws-tools-4.4.0-1018_4.4.0-1018.27_amd64.deb ...
Unpacking linux-aws-tools-4.4.0-1018 (4.4.0-1018.27) ...
Selecting previously unselected package linux-tools-4.4.0-1018-aws.
Preparing to unpack .../linux-tools-...","Done
Building dependency tree
Reading state information...",Kleber Sacilotto de Souza (kleber-souza),NULL,0,NULL,0,0,0,0,0
433,1401,29642,3272,"Issue is now fixed:
$ sudo apt-get install linux-tools-generic
[...]
$ sudo apt-get install linux-tools-gke
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke
The following NEW packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2212 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-gke-tools-4.4.0-1014 amd64 4.4.0-1014.14 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-4.4.0-1014-gke amd64 4.4.0-1014.14 [2604 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-gke amd64 4.4.0.1014.16 [2370 B]
Fetched 703 kB in 0s (1828 kB/s)
Selecting previously unselected package linux-gke-tools-4.4.0-1014.
(Reading database ... 70265 files and directories currently installed.)
Preparing to unpack .../linux-gke-tools-4.4.0-1014_4.4.0-1014.14_amd64.deb ...
Unpacking linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-4.4.0-1014-gke.
Preparing to unpack .../linux-tools-4.4.0-1014-gke_4.4.0-1014.14_amd64.deb ...
Unpacking linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-gke.
Preparing to unpack .../linux-tools-gke_4.4.0.1014.16_amd64.deb ...
Unpacking linux-tools-gke (4.4.0.1014.16) ...
Setting up linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Setting up linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Setting up linux-tools-gke (4.4.0.1014.16) ...
$ sudo apt-get install linux-tools-aws
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws
The following NEW packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws linux-tools-aws
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2232 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-aws-tools-4.4.0-1018 amd64 4.4.0-1018.27 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-4.4.0-1018-aws amd64 4.4.0-1018.27 [2598 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-aws amd64 4.4.0.1018.21 [2278 B]
Fetched 703 kB in 0s (1891 kB/s)
Selecting previously unselected package linux-aws-tools-4.4.0-1018.
(Reading database ... 70289 files and directories currently installed.)
Preparing to unpack .../linux-aws-tools-4.4.0-1018_4.4.0-1018.27_amd64.deb ...
Unpacking linux-aws-tools-4.4.0-1018 (4.4.0-1018.27) ...
Selecting previously unselected package linux-tools-4.4.0-1018-aws.
Preparing to unpack .../linux-tools-...","Done
The following additional packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke
The following NEW packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.",Kleber Sacilotto de Souza (kleber-souza),NULL,0,NULL,0,0,0,0,0
434,1402,29642,3272,"Issue is now fixed:
$ sudo apt-get install linux-tools-generic
[...]
$ sudo apt-get install linux-tools-gke
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke
The following NEW packages will be installed:
  linux-gke-tools-4.4.0-1014 linux-tools-4.4.0-1014-gke linux-tools-gke
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2212 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-gke-tools-4.4.0-1014 amd64 4.4.0-1014.14 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-4.4.0-1014-gke amd64 4.4.0-1014.14 [2604 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/universe amd64 linux-tools-gke amd64 4.4.0.1014.16 [2370 B]
Fetched 703 kB in 0s (1828 kB/s)
Selecting previously unselected package linux-gke-tools-4.4.0-1014.
(Reading database ... 70265 files and directories currently installed.)
Preparing to unpack .../linux-gke-tools-4.4.0-1014_4.4.0-1014.14_amd64.deb ...
Unpacking linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-4.4.0-1014-gke.
Preparing to unpack .../linux-tools-4.4.0-1014-gke_4.4.0-1014.14_amd64.deb ...
Unpacking linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Selecting previously unselected package linux-tools-gke.
Preparing to unpack .../linux-tools-gke_4.4.0.1014.16_amd64.deb ...
Unpacking linux-tools-gke (4.4.0.1014.16) ...
Setting up linux-gke-tools-4.4.0-1014 (4.4.0-1014.14) ...
Setting up linux-tools-4.4.0-1014-gke (4.4.0-1014.14) ...
Setting up linux-tools-gke (4.4.0.1014.16) ...
$ sudo apt-get install linux-tools-aws
Reading package lists... Done
Building dependency tree
Reading state information... Done
The following additional packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws
The following NEW packages will be installed:
  linux-aws-tools-4.4.0-1018 linux-tools-4.4.0-1018-aws linux-tools-aws
0 upgraded, 3 newly installed, 0 to remove and 11 not upgraded.
Need to get 703 kB of archives.
After this operation, 2232 kB of additional disk space will be used.
Do you want to continue? [Y/n]
Get:1 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-aws-tools-4.4.0-1018 amd64 4.4.0-1018.27 [698 kB]
Get:2 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-4.4.0-1018-aws amd64 4.4.0-1018.27 [2598 B]
Get:3 http://de.archive.ubuntu.com/ubuntu xenial-proposed/main amd64 linux-tools-aws amd64 4.4.0.1018.21 [2278 B]
Fetched 703 kB in 0s (1891 kB/s)
Selecting previously unselected package linux-aws-tools-4.4.0-1018.
(Reading database ... 70289 files and directories currently installed.)
Preparing to unpack .../linux-aws-tools-4.4.0-1018_4.4.0-1018.27_amd64.deb ...
Unpacking linux-aws-tools-4.4.0-1018 (4.4.0-1018.27) ...
Selecting previously unselected package linux-tools-4.4.0-1018-aws.
Preparing to unpack .../linux-tools-...",Need to get 703 kB of archives.,Kleber Sacilotto de Souza (kleber-souza),NULL,0,NULL,0,0,0,0,0
